Sub_Category,Category,Product_Name,Total_Sales,Total_Profit,Total_Quantity,Avg_Days_to_Ship,Total_Orders
Storage,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.88,201.08,26,4.3,10
Phones,Technology,Mophie Juice Pack Helium for iPhone,1583.81,201.57,24,4.166666666666667,6
Binders,Office Supplies,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",558.4300000000001,202.44,17,4.8,5
Chairs,Furniture,Hon GuestStacker Chair,2720.04,204,15,4,4
Appliances,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,893.87,204.04,20,4.2,5
Paper,Office Supplies,Xerox 1884,543.46,204.57999999999998,32,4.375,8
Binders,Office Supplies,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",505.0400000000001,205.44,14,5,4
Storage,Office Supplies,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5,205.76000000000002,30,3.5,6
Paper,Office Supplies,Xerox 1881,454.36,207.03,38,4.25,12
Phones,Technology,Toshiba IPT2010-SD IP�Telephone,2779.8,208.5,25,4.571428571428571,7
Paper,Office Supplies,Xerox 1960,601.01,209.11,23,3.4,5
Machines,Technology,Okidata C331dn Printer,2792,209.4,10,4.75,4
Envelopes,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",583.71,209.9,17,4,6
Chairs,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,4211.76,210.59999999999997,15,4,4
Accessories,Technology,Logitech Trackman Marble Mouse,593.8000000000001,211.13999999999996,22,4.625,8
Accessories,Technology,Logitech�MX Performance Wireless Mouse,789.8199999999999,211.82,23,2.5714285714285716,7
Phones,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,494.89000000000004,214.15,12,5.4,5
Paper,Office Supplies,Xerox 1887,512.1999999999999,216.26,30,3.125,8
Accessories,Technology,Logitech G700s Rechargeable Gaming Mouse,739.92,217.99,9,2,5
Envelopes,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",488.90999999999997,223.12,32,4.285714285714286,7
Storage,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",4471.68,223.6,16,5.75,4
Labels,Office Supplies,Avery 485,476.14,223.76999999999998,38,4,7
Accessories,Technology,Logitech G600 MMO Gaming Mouse,735.91,223.97000000000003,10,4.8,5
Envelopes,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.77,225.04,24,2.857142857142857,7
Furnishings,Furniture,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",920.74,225.06,16,5.5,4
Chairs,Furniture,"Global Airflow Leather Mesh Back Chair, Black",2445.87,226.45999999999998,21,5.166666666666667,6
Paper,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",541.07,227.51,15,2.6,5
Storage,Office Supplies,Fellowes Super Stor/Drawer Files,2714.04,227.79000000000002,19,4.142857142857143,7
Paper,Office Supplies,Xerox 1909,601.46,231.07999999999998,26,4.142857142857143,7
Storage,Office Supplies,"Fellowes Mobile File Cart, Black",1367.9599999999998,233.20000000000002,25,3.75,8
Paper,Office Supplies,Xerox 1910,586.09,236.36,14,3.8,5
Binders,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",729.44,239.32,23,4.25,8
Binders,Office Supplies,Binding Machine Supplies,589.23,240.36,23,3.875,8
Appliances,Office Supplies,Eureka The Boss Cordless Rechargeable Stick Vac,948.23,241.12999999999997,19,4.333333333333333,6
Labels,Office Supplies,Alphabetical Labels for Top Tab Filing,518,244.2,37,5.222222222222222,9
Phones,Technology,GE 30524EE4,2195.1,246.96000000000004,14,2.25,4
Accessories,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1489.3300000000002,255.32,29,4.333333333333333,9
Accessories,Technology,Logitech G602 Wireless Gaming Mouse,927.88,262.37,13,4.333333333333333,6
Paper,Office Supplies,Xerox 1893,639.44,263.15999999999997,18,4.125,8
Paper,Office Supplies,Xerox 191,587.4100000000001,269.71000000000004,30,2.5555555555555554,9
Accessories,Technology,Plantronics Audio 478 Stereo USB Headset,919.82,269.95000000000005,20,4.142857142857143,7
Accessories,Technology,Microsoft Sculpt Comfort Mouse,679.1500000000001,276.45,18,4.666666666666667,6
Paper,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",654.6700000000001,279.62,13,4.125,8
Binders,Office Supplies,Premium Transparent Presentation Covers by GBC,753.1899999999999,284.06,43,4,10
Binders,Office Supplies,GBC Prestige Therm-A-Bind Covers,902.36,284.09000000000003,34,4,9
Phones,Technology,netTALK DUO VoIP Telephone Service,734.86,288.69,17,4.333333333333333,6
Fasteners,Office Supplies,Staples,755.47,292.24,215,4.326086956521739,46
Paper,Office Supplies,White Computer Printout Paper by Universal,713.18,298.06,21,3,6
Accessories,Technology,Maxell 4.7GB DVD-R,976.27,306.51,40,4,10
Labels,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",805.9900000000001,327.90999999999997,29,3.5,10
Accessories,Technology,Imation�16GB Mini TravelDrive USB 2.0�Flash Drive,1007.15,342.56,34,2.888888888888889,9
Paper,Office Supplies,Xerox 1988,1102.89,404.31,41,4.777777777777778,9
Accessories,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1199.5900000000001,443.86999999999995,45,2.7142857142857144,14
Envelopes,Office Supplies,Staple envelope,1438.9499999999998,630.1599999999999,162,4.085106382978723,47
Paper,Office Supplies,Easy-staple paper,2159.04,930.4300000000001,142,3.6136363636363638,44
